región,ave,ovino,porcino,vacuno,caprino,alpaca,llama,year
Tumbes,262.9105738675107,35.3055,306.89045,509.0932199999999,235.82369999999997,0,0,2024
Piura,31027.129806463712,1858.3685120546197,6103.003563855208,7470.177932962082,1385.0618640200644,0,0,2024
Lambayeque,25241.8366311639,383.87769999999995,1602.4635,2885.0078000000008,267.1634,0,0,2024
La Libertad,305189.10296292795,3019.765072,23386.349489999997,9279.828180299999,470.4645200000001,51.1945515,0,2024
Cajamarca,3438.308384112796,872.9143999999999,5710.1829,22242.532,232.62598999999997,0,0,2024
Amazonas,739.2085466699999,60.12101199999999,2026.0926104999999,9911.28987312,64.57019999999999,0,0,2024
Ancash,37406.83377511866,1476.8160342112003,1983.52944200278,8473.22926985289,213.49165782215354,13.80894385803846,0,2024
Lima,1072413.5399395518,760.2646599999999,95076.896675,23835.6579471,475.49328,103.11423,70.63409,2024
Ica,96390.9758071797,140.9868,17055.628225,5289.4903303848805,299.14561999999995,0,0,2024
Huánuco,1214.55372914402,1911.922421995175,8287.9129925,28592.894945400003,260.25512000000003,44.585474999999995,0,2024
Pasco,533.2720182108355,1376.3280869488763,1452.6193993654967,3880.3428140624897,13.51020172655,437.85560234798965,129.74100584628502,2024
Junín,9569.44677432933,3548.9452,6074.736749999999,7703.65934,43.4896,339.03090000000003,245.59515,2024
Huancavelica,913.4069790354879,1211.988,1367.586,2773.3397999999997,270.486,495.65520000000004,246.20049999999998,2024
Arequipa,162454.02352085273,1520.5018999999998,13346.929,5264.2674,96.5828,1216.3823,373.4091,2024
Moquegua,180.966245,78.4538009808,1345.2559421600001,751.677633715,15.455268714334702,142.26160002865004,66.18164464541555,2024
Tacna,18179.653542479307,215.67362,3143.330416666667,1039.8313400000002,91.43886666666666,284.172924,161.42228999999998,2024
Ayacucho,1029.8851383457556,1739.8635,3098.9568,12554.988000000003,293.401,751.0714,158.53879999999998,2024
Apurímac,696.7762205681327,762.5755999999999,2312.2257,3960.4089999999997,168.90019999999998,489.2559,275.10040000000004,2024
Cusco,3704.9126229036747,4042.661600000001,5978.902999999999,12046.272999999997,54.27409999999999,2615.3732999999993,626.2488999999999,2024
Puno,2508.22402270274,8455.182999999999,2637.7010000000005,22913.39,0,6025.683999999999,1608.755,2024
San Martín,37820.09928241369,59.932706344404004,3100.62757,5891.6084936387,0,0,0,2024
Loreto,24983.196964125345,36.062799999999996,1847.98875,1610.6162100000004,0.30936,0,0,2024
Ucayali,14537.951839501431,31.0897,987.5517500000001,2817.8300299999996,0,0,0,2024
Madre de Dios,8801.352250817006,25.750999999999998,1315.5332474999998,2293.1504289000004,0,0,0,2024
Tumbes,232.0550716993151,36.616,339.85999999999996,495.65680000000003,245.68,0,0,2023
Piura,30965.58199647492,1814.2130408935088,6027.886176796699,7445.871515098868,1350.8056408929185,0,0,2023
Lambayeque,25362.574165382262,397.16405,1562.3037399999998,2926.85258,275.605781,0,0,2023
La Libertad,305971.63496581285,2939.66886,21036.274815,8992.5857916,465.71014800000006,43.81430956568642,0,2023
Cajamarca,3494.907816824102,913.42691,5722.52199,22449.99942,239.55155900000005,0,0,2023
Amazonas,760.2049653484361,55.28710000000001,1850.9600850000002,9282.945687899999,60.24289999999999,0,0,2023
Ancash,37866.30653441015,1436.8788028763058,1905.4247989,8649.11450032,207.69611122036457,13.007080300476147,0,2023
Lima,992823.2228870406,713.9445199999999,93275.56043499999,21843.566627,462.398488,100.17148500000002,68.453325,2023
Ica,95972.49888041928,144.9637574,14410.951315000002,4533.95355,307.7304122964286,0,0,2023
Huánuco,1242.6855818941547,1801.7155046520706,7711.910145499999,26629.62748032043,244.6914830031034,43.44503903392706,0,2023
Pasco,549.7176773133879,1333.9349417423903,1443.5935257199292,3758.269211626159,12.948128047400001,416.0740607926916,129.9974803682673,2023
Junín,9835.53688427492,3508.6795999999995,5937.071250000001,8449.13634,40.0528,331.5429,256.83930000000004,2023
Huancavelica,940.7793002955204,1249.16972,1402.41172,2899.1983699999996,278.35328000000004,499.23944000000006,248.480073,2023
Arequipa,162115.31496800587,1848.6866,12237.725,5481.407,118.53600000000002,1192.7976,461.2183,2023
Moquegua,183.20841094236715,77.152845625,1317.9349576805002,747.8455344857891,14.910489086571003,136.7632242429068,63.381679924000004,2023
Tacna,18512.862328639698,209.16481199999998,3015.9881499999997,1017.4038084090909,89.34098390481927,264.9516172936678,153.4480507681571,2023
Ayacucho,1013.9557212664729,1752.0371999999998,3060.8287499999997,12583.076490000001,298.3384,745.23915,158.01255,2023
Apurímac,712.3697719280494,791.7210799999999,2396.23784,4072.617498,174.25475400000002,501.9239794999999,278.84900700000003,2023
Cusco,3693.4557848546838,4045.1340000000005,5904.728250000002,11984.620049999996,53.82720000000001,2597.0751,619.4330999999999,2023
Puno,2552.121428455945,8477.459,2632.25,22610.585,0,5959.4952,1583.1625000000001,2023
San Martín,37615.11159608275,57.274016180000004,3055.5476793000003,5698.225955093216,0,0,0,2023
Loreto,25394.19831286516,29.5648,1947.5077499999998,1550.2587299999998,0.31367999999999996,0,0,2023
Ucayali,14646.529474516394,30.117150000000002,917.8587749999999,2732.73759,0,0,0,2023
Madre de Dios,9015.898997814682,26.425558999999996,1336.41297,1887.43894891,0,0,0,2023
Tumbes,242.66,27.47,285.09,494.43,191.45,0,0,2022
Piura,32372.31,1771.24,6003.66,7206.76,1350.55,0,0,2022
Lambayeque,26526.58,428.85,1521.26,2995.19,295.09,0,0,2022
La Libertad,319759.47,2850.39,20469.35,9165.85,460.07,41.37,0,2022
Cajamarca,3638.76,954.97,5891.25,23679.29,250.02,0,0,2022
Amazonas,792.47,53.85,1688.1,8002.18,57.72,0,0,2022
Ancash,39267.08,1428.87,1856.85,8641.02,205.74,12.34,0,2022
Lima,976907.95,663.59,78327.06,21447.52,457.35,79.53,59.7,2022
Ica,96667.93,143.54,13365.9,2796.46,306.5,0,0,2022
Huánuco,1285.22,1776.52,8017.06,25252.62,243.95,41.9,0,2022
Pasco,581.14,1364.19,1451.12,3803.09,12.29,406.21,122.04,2022
Junín,10501.71,3400.46,5510.86,7787.01,41.9,319.14,248.49,2022
Huancavelica,968.22,1305.23,1466.49,3104.35,286.69,514.42,252.66,2022
Arequipa,174115.49,1972.24,11997.63,5347.75,127.94,1127.53,443.38,2022
Moquegua,190.98,72.78,1264.7,718.7,14.22,134.96,61.28,2022
Tacna,19292.33,199.63,2888.59,997.11,85.22,247.63,149.23,2022
Ayacucho,1051,1703.98,2811.19,11890.44,305.79,864.23,167.69,2022
Apurímac,761.41,822.77,2536.4,4277.33,182.59,525.54,284.32,2022
Cusco,3861.37,4030.43,4583.99,11976.59,53.84,2566.01,614.58,2022
Puno,2662.14,8420.47,2636.13,21545.72,0,5872.93,1567.93,2022
San Martín,39409.02,58.2,3036.33,5683.18,0,0,0,2022
Loreto,26244.4,28.65,1824.08,1486.82,0.33,0,0,2022
Ucayali,15263.38,29.79,712.38,2229.04,0,0,0,2022
Madre de Dios,9413.27,28.21,1259.15,2189.96,0,0,0,2022
Tumbes,245.57837790360134,28.366681,306.00197,555.17007,188.9932,0,0,2021
Piura,32474.209628233315,1767.70665798184,6077.573808121612,7283.221586471795,1330.3794054478358,0,0,2021
Lambayeque,26085.997252921487,448.4978397270294,1522.9777681454702,3002.851791538149,312.3997986782023,0,0,2021
La Libertad,311654.48137999105,2608.0328000000004,19651.8348975,8647.082436,472.119231664,43.97782275,0,2021
Cajamarca,3688.593109280114,953.6187824000001,5799.748787500001,24252.658165150006,248.71133099999997,0,0,2021
Amazonas,806.6744605378976,50.70640000000001,1513.2697500000002,7369.102709999997,54.0548,0,0,2021
Ancash,37543.04409449262,1421.5318010752062,1799.3087218291419,8650.810925712549,205.29895418853135,12.328674744248964,0,2021
Lima,941312.9500614798,707.6536920000001,75883.19383250001,21186.7791732,472.981216,88.68901999999999,63.390755000000006,2021
Ica,97956.89893567978,138.2890649445258,12576.483275,2694.5477232558424,294.0511090326323,0,0,2021
Huánuco,1297.5511613873325,1760.9815320000002,8094.1803875000005,25066.7345832,248.2274,42.666525,0,2021
Pasco,606.5640387538917,1366.2015440000002,1403.4169925,3787.8939912000005,11.868504000000001,404.7461235,119.08182400000001,2021
Junín,10766.124138942665,3204.1516,5225.276999999999,7169.3811,38.0512,289.99305000000004,231.67079999999996,2021
Huancavelica,988.2096798775941,1324.020357,1536.3650200000002,3222.1172,294.88437,525.6352100000001,257.604357,2021
Arequipa,167137.55045002452,2040.8246,11518.116999999998,5005.266999999999,121.97359999999999,1067.4587,435.18440000000004,2021
Moquegua,197.64612519992065,71.20255,1228.8277395000002,719.5400477600001,14.305326,130.299194,60.3646012,2021
Tacna,19859.345448489,197.08440000000002,2827.49475,985.7178,82.8304,244.81125000000003,144.84240000000003,2021
Ayacucho,1072.7714498819612,1736.3570000000004,2551.9107500000005,11078.818175552,317.71349,804.4602850000001,169.2683,2021
Apurímac,793.7862600853093,848.4261769999999,2655.7985447,4484.33364,185.05545,540.488147,285.362345,2021
Cusco,3977.180168969,3968.3852,4221.5305,11741.259269999997,53.784000000000006,2544.5335499999997,614.9677499999999,2021
Puno,2667.5139339690922,8469.858,2611.1635,21339.6915,0,5841.149699999999,1558.3015,2021
San Martín,39482.25232531552,60.58211999999998,3077.2896750000004,5765.448714000001,0,0,0,2021
Loreto,26003.13602094476,28.856,2108.5589999999997,1512.80688,0.10200000000000001,0,0,2021
Ucayali,15498.822072288087,28.997559999999996,719.2350000000001,2179.9009199999996,0,0,0,2021
Madre de Dios,9490.926467648482,28.891000000000005,1240.1157299999998,2221.7814369000002,0,0,0,2021
Tumbes,253.1102703304053,29.791768,332.68620821746316,627.00292,203.8611310115261,0,0,2020
Piura,32603.80540451303,1615.8146981683649,6006.963073751085,7051.153227973609,1306.8469799450602,0,0,2020
Lambayeque,25696.714779714966,476.2432228285444,1625.3261274015022,2872.9791248259853,344.65964319650925,0,0,2020
La Libertad,309576.6100882715,2545.52536,18996.627089999998,8574.347307,455.7058,43.434242999999995,0,2020
Cajamarca,3679.7746088091367,907.5153324,5721.8282712,21897.7751688486,256.9221592,0,0,2020
Amazonas,816.724773458187,46.85120000000002,1707.201366111139,8181.54941,52.874399999999994,0,0,2020
Ancash,37251.834545703845,1275.2906898869946,1605.4003692062977,9772.974586602184,213.96907999999996,10.036891431342013,0,2020
Lima,920320.7235880471,705.2715159999999,73425.73141499999,20562.920468999997,498.62510799999995,73.47343500000001,68.831775,2020
Ica,96610.45147573104,130.74823375852233,11271.688934999998,2158.7320494000005,280.42020800000006,0,0,2020
Huánuco,1319.7059523321002,1740.2116,7374.275549999999,24853.591829999998,239.16420000000002,34.68104,0,2020
Pasco,627.7016336657034,1351.307924,1334.8254825000001,3675.9781377,10.998072,358.6601565,107.91896650000001,2020
Junín,11113.075539816226,2856.1027999999997,4716.05325,6555.8613,35.76487227862564,251.0172,199.6704,2020
Huancavelica,1003.8846890826403,1359.11862,1583.327995,3323.0409320000003,308.57288,524.9230415000001,258.67530325,2020
Arequipa,163506.8449343247,2062.8644,11395.316,4659.8589999999995,114.62359999999998,1016.1709000000001,380.5353,2020
Moquegua,200.33395633076947,66.45091000000001,1010.9008150000001,641.278016,12.626149999999999,119.56921000000001,55.83951000000001,2020
Tacna,20025.962454030872,192.62040000000002,2793.732,971.88915,81.9812,234.88195000000002,137.097,2020
Ayacucho,1096.7099079330526,1607.2859600000004,2431.8015000000005,10118.9039463,297.7312,964.6155,206.293707,2020
Apurímac,812.5282713565921,887.10944,2741.08984,4559.658100000001,190.086522,548.2904,283.57674,2020
Cusco,4016.74085828318,3742.5248000000015,3945.4649522971717,10731.90552,51.586000000000006,2385.7074000000002,574.8997499999999,2020
Puno,2684.212833217919,8557.7855,2603.1735,21151.6872,0,5797.168499999999,1545.0135,2020
San Martín,39499.354735434674,67.16044914941949,2820.2816267999997,5442.59658,0,0,0,2020
Loreto,26127.555822593233,26.688000000000002,2515.856911267928,1412.18184,0.33442999999999995,0,0,2020
Ucayali,15240.625402129468,27.961468000000004,737.2586475,2081.7141973,0,0,0,2020
Madre de Dios,9412.482058415118,32.7436,1107.8705550000002,2061.5451693000005,0,0,0,2020
Tumbes,294,33,345,685,220,0,0,2019
Piura,33053,1493,5825,7217,1283,0,0,2019
Lambayeque,26358,529,1721,3101,375,0,0,2019
La Libertad,316907,2504,17654,8227,437,43,0,2019
Cajamarca,3667,1211,6484,24659,296,0,0,2019
Amazonas,820,56,1806,9172,60,0,0,2019
Ancash,38410,1403,1593,9831,219,11,0,2019
Lima,942813,793,74813,21608,533,76,63,2019
Ica,95536,128,11484,1992,247,0,0,2019
Huánuco,1320,1799,8079,22966,237,34,0,2019
Pasco,642,1338,1328,3680,12,361,111,2019
Junín,11237,3285,4855,7969,44,281,240,2019
Huancavelica,1009,1441,1633,3496,335,564,269,2019
Arequipa,168941,2148,11061,5490,130,926,324,2019
Moquegua,198,82,1163,749,10,127,59,2019
Tacna,20227,187,2707,971,76,226,137,2019
Ayacucho,1104,1958,2757,12261,341,1193,252,2019
Apurímac,814,920,2775,4670,195,556,284,2019
Cusco,4058,3631,4946,10865,50,2397,573,2019
Puno,2686,8679,2579,21025,0,5784,1537,2019
San Martín,40421,71,3034,6255,0,0,0,2019
Loreto,26873,29,2718,1631,0.4,0,0,2019
Ucayali,15750,28,848,2026,0,0,0,2019
Madre de Dios,9719,36,1050,2373,0,0,0,2019
Tumbes,289.56850943605343,33.8008,278.98199999999997,766.1093800000001,272.7064,0,0,2018
Piura,32556.16412380413,1477.6333291950805,5047.522268712922,7147.388869232409,1128.1976054542065,0,0,2018
Lambayeque,25386.674956385938,535.91032,1731.557525,3129.9033699999995,416.28049599999997,0,0,2018
La Libertad,299039.69581832027,2453.0120320000005,17459.092515000004,7798.1064939,450.508788,38.918412000000004,0,2018
Cajamarca,3538.0905843108203,1184.9984000000002,6251.288380124999,24002.146639362,249.64735000000002,0,0,2018
Amazonas,781.4932483578426,53.68920000000001,1781.3535,9086.613899999998,57.18000000000001,0,0,2018
Ancash,37266.767307505834,1397.96157480396,1578.962712146605,9598.433914861118,217.53119999999998,10.847842888888888,0,2018
Lima,902509.464677448,820.7991360000001,72790.710175,21736.415914,532.94884,75.19440000000002,75.12011247999999,2018
Ica,88822.720785303,76.95829200000001,4101.199920000001,1820.1095781000001,198.15145600000005,0,0,2018
Huánuco,1262.2685057159956,1871.1167719999999,7946.004,21637.881412500003,251.26112,29.727000000000004,0,2018
Pasco,645.8458698074785,1318.9424508000004,1345.3232494,3519.7077510000004,12.937988,364.39015099999995,119.03542200000001,2018
Junín,10987.290572741616,3325.493682729301,4347.153827858915,9436.897333054583,56.122449252436176,323.89341305925655,323.89341305925655,2018
Huancavelica,966.9088018770542,1394.9610284,1546.15920075,3629.7743452199998,309.38284,662.7696583999999,339.2154002,2018
Arequipa,165735.5081783703,2093.7311,11511.848999999998,5557.974,169.48420000000002,1116.5721,354.3402,2018
Moquegua,184.16242650119824,86.6112,1199.64144975,769.5131000000001,10.0484,143.4877,62.480599999999995,2018
Tacna,20196.322145286817,183.37351999999996,2676.687325,956.43483206,73.58560000000001,209.51914999999997,130.95499999999998,2018
Ayacucho,1068.0947513215656,1778.6608960000003,2480.2124999999996,11171.539800000002,324.4508,1085.8414500000001,244.08990000000006,2018
Apurímac,780.8350080062874,931.549,2796.1699999999996,4685.46,191.03499999999997,562.388,286.21799999999996,2018
Cusco,3940.3933234159185,3710.24865,5292.274600000001,10303.709009999999,43.9672,2310.0970500000003,539.2174499999999,2018
Puno,2583.5710709463024,8766.874,2562.695,20863.909999999996,0,5755.731000000001,1528.2820000000002,2018
San Martín,38948.60461616406,66.81200000000001,2933.4180000000006,6288.318345720001,0,0,0,2018
Loreto,26097.01025723457,39.353,2998.1589999999997,1573.3732300000001,0.88,0,0,2018
Ucayali,14732.143692472317,29.941496,863.0042775000002,1967.1683298,0,0,0,2018
M.de Dios,9316.643119951645,39.353,901.6742675,2256.2058163,0,0,0,2018
Tumbes,163.7060224297893,36.930800000000005,398.3565,880.4680799999999,378.4136000000001,0,0,2017
Piura,28902.432661356168,1359.70077427051,4739.332081917849,7680.168920111729,1376.5339236572659,0,0,2017
Lambayeque,22689.22054913432,539.008792,1665.2429750000001,3077.747592,455.5305857600002,0,0,2017
La Libertad,270846.8581100025,2413.313596,16876.29837,7660.4258209,506.56437600000004,36.81384499999999,0,2017
Cajamarca,3616.9015114104914,1219.3388800000002,6393.484916325001,26793.983424934,233.79401917209128,0,0,2017
Amazonas,3696.9187082358194,50.57680000000001,1712.191625,8885.0825988,56.85920000000001,0,0,2017
Ancash,39416.052146293616,1375.98640385396,1374.8966701466047,9018.747254941693,213.53680000000003,9.978286644444442,0,2017
Lima,848197.8464554672,976.1665720000002,71500.0739625,21841.7267418,602.6347840000001,79.8585725,50.109621999999995,2017
Ica,72365.19909865936,61.18441200000001,3934.9573874999996,2006.4704580000002,211.30357200000003,0,0,2017
Huánuco,1213.059361552405,1751.3514,6784.161,18494.843292385038,241.61996,25.85925,1.2375,2017
Pasco,406.19221832158166,1381.425084,1264.93548,3407.312800072,13.546632,321.30634249999997,115.24811199999999,2017
Junín,12053.199723926427,3300.2151999999996,4446.93375,9510.63198,47.738800000000005,321.3063,272.73231,2017
Huancavelica,947.9812396433051,1601.1004940000003,1486.4046600000004,3884.4898527000005,369.225894,782.790381,375.8818770000001,2017
Arequipa,153406.22691487978,2024.2034999999996,11362.384000000002,5488.074,178.3694,1189.0726,380.4821999999999,2017
Moquegua,170.4724113995206,84.45456,884.84775,985.77915,13.3848,144.83970000000005,77.2604,2017
Tacna,20635.14840263613,182.15319999999997,2620.5330000000004,969.5097000000001,71.8956,182.46544999999998,129.123,2017
Ayacucho,1058.7678381238093,1839.3472000000002,2331.7565999999997,11418.18549,336.17800000000005,1131.67737,260.37225,2017
Apurímac,763.7822259911218,960.0231999999999,2873.818,4698.72,194.47999999999996,569.1005,291.4095,2017
Cusco,4091.972288564322,3231.7131999999997,5823.785249999999,9850.47099,45.3856,2267.3146500000007,525.5909999999999,2017
Puno,2535.3708376833642,8891.271,2539.6115000000004,20417.866,0,5686.50058,1529.4008000000001,2017
San Martín,37960.61433143708,59.78338977200001,2635.7455400000003,5800.8475186000005,0,0,0,2017
Loreto,23703.73639308622,35.906,2381.1405,1503.3728999999998,0.10200000000000001,0,0,2017
Ucayali,12044.96404630319,27.9644,873.060675,2015.9313149999998,0,0,0,2017
Madre de Dios,8393.457908269136,45.67300000000001,836.932965,2389.3683039,0,0,0,2017
