región,year,specie,carne,poblacion,produccion,rendimiento
La Libertad,2023,vacuno,8992.5857916,235167.0,62771.0,143.26019645377644
Cajamarca,2023,vacuno,22449.99942,656258.0,166375.0,134.9361347558227
Amazonas,2023,vacuno,9282.9456879,405051.0,63582.0,145.99958617061432
Ancash,2023,vacuno,8649.11450032,307203.0,62939.0,137.4205897824878
Lima,2023,vacuno,21843.566627,268184.0,110685.0,197.3489328002891
Ica,2023,vacuno,4533.95355,55524.0,35150.0,128.98872119487908
Huánuco,2023,vacuno,26629.62748032043,285746.0,159996.0,166.43933273532105
Pasco,2023,vacuno,3758.269211626159,118477.5,23371.0,160.80908868367462
Junín,2023,vacuno,8449.13634,359952.0,58979.0,143.2566903474118
Huancavelica,2023,vacuno,2899.19837,178512.0,23777.0,121.9328918702948
Arequipa,2023,vacuno,5481.407,219346.0,33219.0,165.00818808513202
Moquegua,2023,vacuno,747.8455344857891,23201.5,3695.0,202.3939200232176
Tacna,2023,vacuno,1017.4038084090907,18651.0,5396.0,188.5477776888604
Ayacucho,2023,vacuno,12583.07649,421401.0,98128.0,128.2312539744008
Apurímac,2023,vacuno,4072.617498,293901.5,35287.04,115.41397345881094
Cusco,2023,vacuno,11984.620049999996,441440.0,77093.0,155.4566568949191
Puno,2023,vacuno,22610.585,750570.0,156710.0,144.28297492183012
San Martín,2023,vacuno,5698.225955093216,213905.0,51424.0,110.80868767682824
Loreto,2023,vacuno,1550.2587299999998,79468.0,10379.0,149.36494170922052
Ucayali,2023,vacuno,2732.73759,73825.0,21472.0,127.26982069672133
Madre de Dios,2023,vacuno,1887.43894891,64923.0,11649.0,162.02583474203794
Tumbes,2022,vacuno,494.43,19995.0,3329.0,148.52207870231302
Piura,2022,vacuno,7206.76,280558.0,47003.9,153.32259663559833
Lambayeque,2022,vacuno,2995.19,111810.0,20895.0,143.34481933476908
La Libertad,2022,vacuno,9165.85,233020.0,63890.0,143.46298325246516
Cajamarca,2022,vacuno,23679.29,654162.0,179786.0,131.70819752372265
Amazonas,2022,vacuno,8002.18,390157.0,56392.0,141.90275216342744
Ancash,2022,vacuno,8641.02,307057.0,62463.0,138.3382162240046
Lima,2022,vacuno,21447.52,267366.0,109623.8,195.64656580049223
Ica,2022,vacuno,2796.46,52771.0,21179.0,132.03928419660986
Huánuco,2022,vacuno,25252.62,285746.0,151838.0,166.31291244615971
Pasco,2022,vacuno,3803.09,117871.0,23734.0,160.2380551108115
Junín,2022,vacuno,7787.01,338505.0,59365.0,131.17173418681045
Huancavelica,2022,vacuno,3104.35,177190.0,25999.6,119.3999138448284
Arequipa,2022,vacuno,5347.75,220215.0,32484.0,164.6272010836104
Moquegua,2022,vacuno,718.7,22697.0,3570.0,201.31652661064427
Tacna,2022,vacuno,997.11,18405.0,5276.0,188.9897649734648
Ayacucho,2022,vacuno,11890.44,437940.0,93214.0,127.56066685261872
Apurímac,2022,vacuno,4277.33,292960.0,37934.8,112.75477925282324
Cusco,2022,vacuno,11976.59,443671.0,76083.0,157.41479699801533
Puno,2022,vacuno,21545.72,769420.0,148880.0,144.71869962385813
San Martín,2022,vacuno,5683.18,213453.0,52158.0,108.96084972583304
Loreto,2022,vacuno,1486.82,80743.0,9982.0,148.95011019835704
Ucayali,2022,vacuno,2229.04,63298.0,17518.0,127.24283594017582
Madre de Dios,2022,vacuno,2189.96,63298.0,13622.0,160.7664072823374
Tumbes,2021,vacuno,555.17007,20732.0,3668.0,151.35498091603054
Piura,2021,vacuno,7283.221586471795,292935.979706,47401.1251553862,153.65081657020963
Lambayeque,2021,vacuno,3002.851791538149,114053.0,20429.6274,146.98514724444505
La Libertad,2021,vacuno,8647.082436,233679.0,60986.0,141.78799127668643
Cajamarca,2021,vacuno,24252.65816515001,658353.0,184568.4,131.40200687197813
Amazonas,2021,vacuno,7369.102709999997,382797.0,50960.0,144.605626177394
Ancash,2021,vacuno,8650.810925712549,307349.0,62644.0,138.09480438210443
Lima,2021,vacuno,21186.7791732,269325.0,109767.0,193.01592621826236
Ica,2021,vacuno,2694.5477232558424,48306.0,20410.0,132.02095655344647
Huánuco,2021,vacuno,25066.7345832,289367.0,150369.0,166.7014782515013
Pasco,2021,vacuno,3787.893991200001,119084.0,23722.0,159.67852589157746
Junín,2021,vacuno,7169.3811,340566.0,55007.0,130.3357954442162
Huancavelica,2021,vacuno,3222.1172,179834.0,27973.27,115.18557537248952
Arequipa,2021,vacuno,5005.266999999999,232737.0,30478.0,164.22557254413013
Moquegua,2021,vacuno,719.5400477600001,23706.0,3579.0,201.0449979770886
Tacna,2021,vacuno,985.7178,18897.0,5177.0,190.4032837550705
Ayacucho,2021,vacuno,11078.818175552,422983.0,86814.32,127.61510054507136
Apurímac,2021,vacuno,4484.33364,294844.0,40146.9,111.69812961897432
Cusco,2021,vacuno,11741.259269999997,442818.0,75405.0,155.70929341555595
Puno,2021,vacuno,21339.6915,740290.0,148290.0,143.90512846449525
San Martín,2021,vacuno,5765.448714000001,214357.0,53860.0,107.0450930932046
Loreto,2021,vacuno,1512.80688,79677.0,10547.0,143.4348042097279
Ucayali,2021,vacuno,2179.90092,66095.0,17092.0,127.53925345190731
Madre de Dios,2021,vacuno,2221.7814369,60875.0,13775.0,161.29084841379313
Tumbes,2020,vacuno,627.00292,19258.0,4115.21,152.36231443838832
Piura,2020,vacuno,7051.153227973609,265987.0,47306.1230220904,149.05371181402782
Lambayeque,2020,vacuno,2872.9791248259853,114530.0,19737.6,145.55868620429968
La Libertad,2020,vacuno,8574.347307,234083.0,60576.0,141.54693784667194
Cajamarca,2020,vacuno,21897.7751688486,657166.0,165617.0,132.21936859651242
Amazonas,2020,vacuno,8181.54941,252797.0,54126.0,151.15747348778774
Ancash,2020,vacuno,9772.974586602184,308564.0,68633.0,142.3946874914718
Lima,2020,vacuno,20562.920469,251406.0,106805.0,192.5276950423669
Ica,2020,vacuno,2158.7320494000005,47756.0,15834.0,136.33523111026906
Huánuco,2020,vacuno,24853.59183,290125.0,148059.0,167.8627562660831
Pasco,2020,vacuno,3675.9781377,118658.0,22902.0,160.5090445244957
Junín,2020,vacuno,6555.8613,320442.0,49952.0,131.24321949071108
Huancavelica,2020,vacuno,3323.0409320000003,180546.0,28578.550000000003,116.27745046547147
Arequipa,2020,vacuno,4659.859,232737.0,28525.0,163.36052585451358
Moquegua,2020,vacuno,641.278016,23687.0,3105.0,206.53076199677935
Tacna,2020,vacuno,971.88915,18912.0,5096.0,190.7160812401884
Ayacucho,2020,vacuno,10118.9039463,457818.0,82039.34,123.34209351635448
Apurímac,2020,vacuno,4559.658100000001,295076.0,41244.61,110.55161147117164
Cusco,2020,vacuno,10731.90552,440840.0,70246.0,152.77603735444012
Puno,2020,vacuno,21151.6872,733660.0,147110.0,143.7814370199171
San Martín,2020,vacuno,5442.59658,212548.0,40730.0,133.62623569850234
Loreto,2020,vacuno,1412.18184,48827.0,10542.0,133.9576778599886
Ucayali,2020,vacuno,2081.7141973,50090.0,16472.57,126.37458497975726
Madre de Dios,2020,vacuno,2061.5451693000005,60875.0,12717.0,162.1093944562397
Tumbes,2019,vacuno,685.0,22200.0,4510.0,151.88470066518846
Piura,2019,vacuno,7217.0,258181.0,47805.0,150.96747202175504
Lambayeque,2019,vacuno,3101.0,113602.0,21454.0,144.5418103850098
La Libertad,2019,vacuno,8227.0,235457.0,58195.0,141.36953346507434
Cajamarca,2019,vacuno,24659.0,655840.0,196668.0,125.383895702402
Amazonas,2019,vacuno,9172.0,247855.0,62118.0,147.65446408448437
Ancash,2019,vacuno,9831.0,306065.0,72763.0,135.10987727278976
Lima,2019,vacuno,21608.0,250851.0,113481.0,190.41072954944
Ica,2019,vacuno,1992.0,50530.0,13058.0,152.5501608209527
Huánuco,2019,vacuno,22966.0,292866.0,149251.0,153.8750159127912
Pasco,2019,vacuno,3680.0,119542.0,23223.0,158.4635921284933
Junín,2019,vacuno,7969.0,326506.0,61103.0,130.41912835703647
Huancavelica,2019,vacuno,3496.0,182010.0,29731.0,117.58770307086878
Arequipa,2019,vacuno,5490.0,212744.0,35096.0,156.4280829724185
Moquegua,2019,vacuno,749.0,23721.0,3495.0,214.30615164520745
Tacna,2019,vacuno,971.0,18884.0,5040.0,192.65873015873015
Ayacucho,2019,vacuno,12261.0,453426.0,97165.0,126.18741316317606
Apurímac,2019,vacuno,4670.0,296567.0,42496.0,109.89269578313252
Cusco,2019,vacuno,10865.0,439168.0,73001.0,148.83357762222434
Puno,2019,vacuno,21025.0,733260.0,146350.0,143.66245302357365
San Martín,2019,vacuno,6255.0,211843.0,56686.0,110.34470592386128
Loreto,2019,vacuno,1631.0,46190.0,13923.0,117.14429361488185
Ucayali,2019,vacuno,2026.0,45705.0,15802.0,128.2116187824326
Madre de Dios,2019,vacuno,2373.0,56880.0,14653.0,161.94635910735002
Tumbes,2018,vacuno,766.1093800000001,22050.0,4958.0,154.5198426784994
Piura,2018,vacuno,7147.388869232409,268181.0,45439.79632905506,157.2935938681185
Lambayeque,2018,vacuno,3129.9033699999995,112040.0,22165.0,141.20926550868484
La Libertad,2018,vacuno,7798.1064939,233412.0,55173.0,141.3391784731662
Cajamarca,2018,vacuno,24002.146639362,648080.0,192900.0,124.42792451716952
Amazonas,2018,vacuno,9086.613899999998,248100.0,61709.0,147.24941094491885
Ancash,2018,vacuno,9598.433914861118,306410.0,71244.0,134.72620732779066
Lima,2018,vacuno,21736.415914,255851.0,115837.0,187.6465715962948
Ica,2018,vacuno,1820.1095781,49144.0,11880.0,153.20787694444445
Huánuco,2018,vacuno,21637.881412500003,293320.0,146932.0,147.2645945913756
Pasco,2018,vacuno,3519.7077510000004,119420.0,22594.0,155.78063870939187
Junín,2018,vacuno,9436.897333054583,331426.0,75790.0,124.513752910075
Huancavelica,2018,vacuno,3629.77434522,173620.0,31298.0,115.9746419969327
Arequipa,2018,vacuno,5557.974,218640.0,34646.0,160.42180915545805
Moquegua,2018,vacuno,769.5131000000001,23571.0,3536.0,217.62248303167425
Tacna,2018,vacuno,956.43483206,18884.0,4960.0,192.8296032379032
Ayacucho,2018,vacuno,11171.539800000002,438152.0,89704.0,124.53781102291984
Apurímac,2018,vacuno,4685.46,296843.0,42220.0,110.97726196115586
Cusco,2018,vacuno,10303.70901,429684.0,69027.0,149.27070581076967
Puno,2018,vacuno,20863.91,729965.0,145300.0,143.5919476944253
San Martín,2018,vacuno,6288.318345720001,210120.0,57922.0,108.56528341079384
Loreto,2018,vacuno,1573.37323,45510.0,13930.0,112.94854486719312
Ucayali,2018,vacuno,1967.1683298,45720.0,15092.0,130.34510534057782
Madre de Dios,2018,vacuno,2256.2058163,57340.0,13908.0,162.22359910123672
Tumbes,2017,vacuno,880.4680799999999,22350.0,5673.0,155.2032575356954
Piura,2017,vacuno,7680.168920111729,276247.0,45661.07814962618,168.19946508807098
Lambayeque,2017,vacuno,3077.747592,113514.0,22198.0,138.6497698891792
La Libertad,2017,vacuno,7660.4258209,237501.0,54880.0,139.58501860240523
Cajamarca,2017,vacuno,26793.983424934,645182.0,210048.0,127.56124040664038
Amazonas,2017,vacuno,8885.0825988,247610.0,59675.0,148.89120400167573
Ancash,2017,vacuno,9018.747254941693,305720.0,70685.0,127.59068055374824
Lima,2017,vacuno,21841.7267418,245851.0,116208.0,187.95372729760436
Ica,2017,vacuno,2006.470458,50124.0,12350.0,162.46724356275303
Huánuco,2017,vacuno,18494.84329238504,292412.0,120539.0,153.43451739590537
Pasco,2017,vacuno,3407.312800072,119663.0,21814.0,156.19844137122948
Junín,2017,vacuno,9510.63198,321586.0,77250.0,123.11497708737863
Huancavelica,2017,vacuno,3884.489852700001,174439.0,33790.0,114.95974704646346
Arequipa,2017,vacuno,5488.074,205693.0,34053.0,161.16271694123864
Moquegua,2017,vacuno,985.77915,23870.0,4227.0,233.2101135557133
Tacna,2017,vacuno,969.5097,18884.0,5042.0,192.28673145577156
Ayacucho,2017,vacuno,11418.18549,431096.0,88827.0,128.54408558208652
Apurímac,2017,vacuno,4698.72,296290.0,42914.0,109.49154122197884
Cusco,2017,vacuno,9850.47099,423941.0,68573.0,143.6494099718548
Puno,2017,vacuno,20417.866,721050.0,142455.0,143.32853181706506
San Martín,2017,vacuno,5800.8475186000005,213566.0,53557.0,108.31165895401162
Loreto,2017,vacuno,1503.3728999999998,46870.0,10718.0,140.26617839149094
Ucayali,2017,vacuno,2015.931315,45690.0,15677.0,128.59165114498947
Madre de Dios,2017,vacuno,2389.3683039,56420.0,14409.0,165.82471399125546
Tumbes,2024,caprino,235.8237,78919.0,21954.0,10.74171904892047
Piura,2024,caprino,1385.0618640200644,323221.0,97958.0,14.139319385001274
Lambayeque,2024,caprino,267.1634,104933.0,17957.0,14.877952887453365
La Libertad,2024,caprino,470.4645200000001,85406.0,35659.0,13.193429989623942
Cajamarca,2024,caprino,232.62599,104655.0,21386.0,10.877489479098475
Amazonas,2024,caprino,64.57019999999999,15675.0,5132.0,12.581878409976614
Ancash,2024,caprino,213.49165782215357,168104.0,21885.0,9.75525528349726
Lima,2024,caprino,475.49328,160346.0,39384.0,12.073260207190735
Ica,2024,caprino,299.14561999999995,79929.0,21374.0,13.99577149808178
Huánuco,2024,caprino,260.25512000000003,101634.0,27535.0,9.451792990739062
Pasco,2024,caprino,13.51020172655,6402.0,1235.0,10.935722218783704
Junín,2024,caprino,43.4896,16063.0,4172.0,10.424161073825504
Huancavelica,2024,caprino,270.486,187149.0,19294.0,14.019176946200892
Arequipa,2024,caprino,96.5828,29379.0,8197.0,11.782700988166402
Moquegua,2024,caprino,15.455268714334702,8299.0,1040.0,14.862318372578011
Tacna,2024,caprino,91.43886666666666,17006.0,6008.0,15.219518419884595
Ayacucho,2024,caprino,293.401,134961.0,23826.0,12.314320490220767
Apurímac,2024,caprino,168.90019999999998,104351.0,14110.0,11.97024805102764
Cusco,2024,caprino,54.27409999999999,22168.0,4697.0,11.555056418990842
Puno,2024,caprino,0.0,0.0,0.0,0.0
San Martín,2024,caprino,0.0,0.0,0.0,0.0
Loreto,2024,caprino,0.30936,227.0,0.0,0.0
Ucayali,2024,caprino,0.0,194.0,0.0,0.0
Madre de Dios,2024,caprino,0.0,242.0,0.0,0.0
Tumbes,2023,caprino,245.68,94086.0,24128.0,10.182360742705573
Piura,2023,caprino,1350.8056408929183,296221.0,93179.2366780278,14.496852400288509
Lambayeque,2023,caprino,275.605781,105365.0,19240.0,14.324624792099792
La Libertad,2023,caprino,465.71014800000006,84406.0,35316.0,13.186944954128442
Cajamarca,2023,caprino,239.55155900000003,105217.0,21746.7,11.015536104328476
Amazonas,2023,caprino,60.24289999999999,15271.0,4775.0,12.616314136125652
Ancash,2023,caprino,207.69611122036457,168033.0,20958.0,9.910111232959473
Lima,2023,caprino,462.398488,159255.0,36612.0,12.629697585491096
Ica,2023,caprino,307.7304122964286,80874.0,22475.0,13.69212068059749
Huánuco,2023,caprino,244.6914830031034,101647.0,24868.0,9.839612473986788
Pasco,2023,caprino,12.9481280474,6396.0,1160.0,11.162179351206898
Junín,2023,caprino,40.0528,17118.0,3855.0,10.38983138780804
Huancavelica,2023,caprino,278.35328000000004,186954.0,19096.0,14.576522832006704
Arequipa,2023,caprino,118.53600000000002,31937.0,10081.0,11.758357305822836
Moquegua,2023,caprino,14.910489086571005,8305.0,966.0,15.43528890949379
Tacna,2023,caprino,89.34098390481927,17078.0,5960.0,14.99009797060726
Ayacucho,2023,caprino,298.3384,159445.0,24656.0,12.100032446463334
Apurímac,2023,caprino,174.25475400000002,108213.0,15736.47,11.073306402261752
Cusco,2023,caprino,53.82720000000001,18142.0,4158.0,12.945454545454549
Puno,2023,caprino,0.0,0.0,0.0,0.0
San Martín,2023,caprino,0.0,0.0,0.0,0.0
Loreto,2023,caprino,0.3136799999999999,296.0,29.1256,10.7699068860384
Ucayali,2023,caprino,0.0,186.0,0.0,0.0
Madre de Dios,2023,caprino,0.0,220.0,0.0,0.0
Tumbes,2022,caprino,191.45,63751.0,18318.0,10.451468500928048
Piura,2022,caprino,1350.55,317861.0,96548.2,13.988349860484194
Lambayeque,2022,caprino,295.09,104500.0,17887.0,16.49745625314474
La Libertad,2022,caprino,460.07,85926.0,34765.0,13.233712066733784
Cajamarca,2022,caprino,250.02,104167.0,24415.0,10.240425967642844
Amazonas,2022,caprino,57.72,14827.0,4582.0,12.59711916193802
Ancash,2022,caprino,205.74,168174.0,20332.0,10.119024198308086
Lima,2022,caprino,457.35,163437.0,35626.0,12.83753438499972
Ica,2022,caprino,306.5,79847.0,23441.0,13.075380743142356
Huánuco,2022,caprino,243.95,101621.0,24833.0,9.823621793581122
Pasco,2022,caprino,12.29,6407.0,1038.0,11.840077071290942
Junín,2022,caprino,41.9,14570.0,4040.0,10.37128712871287
Huancavelica,2022,caprino,286.69,187344.0,21540.4,13.3094092960205
Arequipa,2022,caprino,127.94,22203.0,10885.0,11.753789618741386
Moquegua,2022,caprino,14.22,8300.0,847.0,16.78866587957497
Tacna,2022,caprino,85.22,17091.0,5850.0,14.567521367521367
Ayacucho,2022,caprino,305.79,170476.0,25058.0,12.203288370979328
Apurímac,2022,caprino,182.59,108239.0,16083.0,11.35298140894112
Cusco,2022,caprino,53.84,28194.0,4175.0,12.895808383233533
Puno,2022,caprino,0.0,0.0,0.0,0.0
San Martín,2022,caprino,0.0,0.0,0.0,0.0
Loreto,2022,caprino,0.33,285.0,30.1,10.963455149501662
Ucayali,2022,caprino,0.0,180.0,0.0,0.0
Madre de Dios,2022,caprino,0.0,215.0,0.0,0.0
Tumbes,2021,caprino,188.9932,63678.0,18005.0,10.496706470424884
Piura,2021,caprino,1330.3794054478358,305413.08665009995,91624.2511753779,14.519948467588105
Lambayeque,2021,caprino,312.3997986782023,105680.0,20843.36,14.987976923020195
La Libertad,2021,caprino,472.119231664,86812.0,37305.0,12.655655586757808
Cajamarca,2021,caprino,248.711331,106195.0,23407.0,10.625510787371296
Amazonas,2021,caprino,54.0548,14397.0,4290.0,12.60018648018648
Ancash,2021,caprino,205.29895418853133,167891.0,20114.0,10.20676912541172
Lima,2021,caprino,472.981216,158415.0,35830.0,13.200703767792351
Ica,2021,caprino,294.0511090326323,75606.0,23824.4241813602,12.342422498617724
Huánuco,2021,caprino,248.2274,101673.0,24055.0,10.319160257742672
Pasco,2021,caprino,11.868504,6384.0,1037.0,11.445037608486018
Junín,2021,caprino,38.0512,14890.0,3716.0,10.239827771797632
Huancavelica,2021,caprino,294.88437,186563.0,22844.3,12.908444119539666
Arequipa,2021,caprino,121.9736,26786.0,10325.0,11.813423728813556
Moquegua,2021,caprino,14.305326,8310.0,847.0,16.889404958677687
Tacna,2021,caprino,82.8304,17064.0,5682.0,14.577683914114749
Ayacucho,2021,caprino,317.71349,171647.0,25825.0,12.302555275895449
Apurímac,2021,caprino,185.05545,108668.0,16519.3,11.202378430078758
Cusco,2021,caprino,53.784000000000006,28204.0,4169.0,12.900935476133366
Puno,2021,caprino,0.0,0.0,0.0,0.0
San Martín,2021,caprino,0.0,0.0,0.0,0.0
Loreto,2021,caprino,0.102,290.0,29.0,3.517241379310345
Ucayali,2021,caprino,0.0,182.0,0.0,0.0
Madre de Dios,2021,caprino,0.0,220.0,0.0,0.0
Tumbes,2020,caprino,203.8611310115261,63823.0,18938.32,10.764478106375122
Piura,2020,caprino,1306.8469799450602,330308.0,95060.0,13.747601303861352
Lambayeque,2020,caprino,344.65964319650925,105050.0,22921.44,15.036561542228991
La Libertad,2020,caprino,455.7058,88812.0,37143.0,12.268955119403389
Cajamarca,2020,caprino,256.9221592,106138.0,23891.62,10.75365166531194
Amazonas,2020,caprino,52.8744,14397.0,4182.0,12.643328550932567
Ancash,2020,caprino,213.96908,168457.0,19925.0,10.738724215809285
Lima,2020,caprino,498.625108,168458.0,37543.0,13.281440161947632
Ica,2020,caprino,280.42020800000006,75149.0,19360.0,14.48451487603306
Huánuco,2020,caprino,239.1642,101568.0,23261.0,10.28176776578823
Pasco,2020,caprino,10.998072,6430.0,955.0,11.516305759162304
Junín,2020,caprino,35.76487227862564,13304.0,3158.0,11.325165382718696
Huancavelica,2020,caprino,308.57288,188124.0,23386.680000000004,13.194385864090156
Arequipa,2020,caprino,114.62359999999998,26786.0,9386.0,12.212188365650968
Moquegua,2020,caprino,12.62615,8289.0,759.0,16.63524374176548
Tacna,2020,caprino,81.9812,17118.0,5507.0,14.88672598510986
Ayacucho,2020,caprino,297.7312,180518.0,25403.0,11.72031649805141
Apurímac,2020,caprino,190.086522,107810.0,18028.52,10.543656495375105
Cusco,2020,caprino,51.586000000000006,30039.0,4023.0,12.822769077802636
Puno,2020,caprino,0.0,0.0,0.0,0.0
San Martín,2020,caprino,0.0,0.0,0.0,0.0
Loreto,2020,caprino,0.3344299999999999,291.0,34.0,0.0
Ucayali,2020,caprino,0.0,178.0,0.0,0.0
Madre de Dios,2020,caprino,0.0,210.0,0.0,0.0
Tumbes,2019,caprino,220.0,65320.0,22337.0,9.849129247436988
Piura,2019,caprino,1283.0,330221.0,93286.0,13.753403511780974
Lambayeque,2019,caprino,375.0,106151.0,26996.0,13.89094680693436
La Libertad,2019,caprino,437.0,91388.0,35654.0,12.256689291524092
Cajamarca,2019,caprino,296.0,107350.0,28924.0,10.23371594523579
Amazonas,2019,caprino,60.0,12575.0,4816.0,12.458471760797345
Ancash,2019,caprino,219.0,169698.0,20509.0,10.678238821980594
Lima,2019,caprino,533.0,169383.0,40739.0,13.083286285868578
Ica,2019,caprino,247.0,75880.0,17363.0,14.225652249035305
Huánuco,2019,caprino,237.0,102260.0,23327.0,10.159900544433487
Pasco,2019,caprino,12.0,6345.0,1059.0,11.3314447592068
Junín,2019,caprino,44.0,10833.0,3585.0,12.273361227336125
Huancavelica,2019,caprino,335.0,181228.0,25727.0,13.021339448828078
Arequipa,2019,caprino,130.0,16611.0,10335.0,12.57861635220126
Moquegua,2019,caprino,10.0,8333.0,689.0,14.51378809869376
Tacna,2019,caprino,76.0,17080.0,5343.0,14.224218603780647
Ayacucho,2019,caprino,341.0,192115.0,28248.0,12.071651090342678
Apurímac,2019,caprino,195.0,109518.0,18390.0,10.603588907014682
Cusco,2019,caprino,50.0,34907.0,3901.0,12.81722635221738
Puno,2019,caprino,0.0,0.0,0.0,0.0
San Martín,2019,caprino,0.0,0.0,0.0,0.0
Loreto,2019,caprino,0.4,375.0,35.0,0.0
Ucayali,2019,caprino,0.0,170.0,0.0,0.0
Madre de Dios,2019,caprino,0.0,220.0,0.0,0.0
Tumbes,2018,caprino,272.7064,68210.0,25750.0,10.59053980582524
Piura,2018,caprino,1128.1976054542065,346221.0,86590.82462095999,13.0290664212143
Lambayeque,2018,caprino,416.280496,90560.0,27998.0,14.868222587327669
La Libertad,2018,caprino,450.508788,84588.0,36726.0,12.266753471654958
Cajamarca,2018,caprino,249.64735,103252.0,28894.0,8.64011040354399
Amazonas,2018,caprino,57.18000000000001,12510.0,4572.0,12.506561679790028
Ancash,2018,caprino,217.5312,169785.0,20565.0,10.577738876732312
Lima,2018,caprino,532.94884,165431.0,40586.0,13.131346769822107
Ica,2018,caprino,198.15145600000005,77013.0,14133.0,14.020480860397656
Huánuco,2018,caprino,251.26112,102350.0,25971.0,9.67468022024566
Pasco,2018,caprino,12.937988,6517.0,1109.0,11.666355275022545
Junín,2018,caprino,56.122449252436176,10985.0,5357.0,10.476469899652075
Huancavelica,2018,caprino,309.38284,172240.0,24103.0,12.835864415218024
Arequipa,2018,caprino,169.48420000000002,22976.0,13680.0,12.38919590643275
Moquegua,2018,caprino,10.0484,8319.0,647.0,15.530757341576509
Tacna,2018,caprino,73.58560000000001,17155.0,5170.0,14.233191489361705
Ayacucho,2018,caprino,324.4508,207710.0,27672.0,11.724877132119111
Apurímac,2018,caprino,191.035,109305.0,17431.0,10.959497447077045
Cusco,2018,caprino,43.9672,35775.0,3524.0,12.476503972758229
